lsoacode,population_21
E01021931,1597
E01021932,1560
E01021933,2041
E01021934,1380
E01021935,1337
E01021936,1645
E01021937,1614
E01021938,1526
E01021939,1703
E01021940,1994
E01021941,2328
E01021942,1656
E01021943,1662
E01021944,1660
E01021945,1607
E01021946,1475
E01021947,1264
E01021948,1266
E01021949,1463
E01021950,1474
E01021951,1291
E01021952,1475
E01021953,1372
E01021954,2907
E01021955,1731
E01021956,1436
E01021957,1746
E01021958,1235
E01021959,1656
E01021960,2004
E01021961,1615
E01021962,1225
E01021963,1353
E01021964,1668
E01021965,2365
E01021966,1748
E01021967,2513
E01021968,1932
E01021969,1473
E01021970,1876
E01021971,1644
E01021972,1373
E01021973,1291
E01021974,1337
E01021975,1558
E01021976,1541
E01021977,2836
E01021978,2455
E01021979,1515
E01021980,1703
E01021981,1970
E01021982,2097
E01021983,1497
E01021984,2217
E01021985,1385
E01021986,1472
E01021987,1310
E01021988,2010
E01021989,1466
E01021990,1646
E01021991,1035
E01021992,1164
E01021993,2552
E01021994,1135
E01021995,1376
E01021996,1314
E01021997,1339
E01021998,1484
E01021999,1709
E01022000,1639
E01022001,1977
E01022002,1944
E01022004,1710
E01022005,1831
E01022006,1808
E01022007,1876
E01022008,2145
E01022009,1510
E01022010,1758
E01022011,1949
E01022012,1983
E01022013,1908
E01022014,1524
E01022015,1373
E01022016,1826
E01022017,1708
E01022018,1784
E01022019,1725
E01022020,1694
E01022021,1511
E01022022,1524
E01022023,1417
E01022024,1526
E01022025,1972
E01022026,1719
E01022027,1690
E01022028,1422
E01022030,1594
E01022031,1392
E01022032,1838
E01022033,1412
E01022034,1587
E01022035,1436
E01022036,1233
E01022037,1381
E01022038,1432
E01022039,1501
E01022040,1743
E01022041,1529
E01022042,1558
E01022043,1914
E01022044,1612
E01022045,1721
E01022046,1711
E01022047,1447
E01022048,1486
E01022049,1491
E01022050,1777
E01022051,1562
E01022052,1552
E01022053,2025
E01022054,1538
E01022055,1488
E01022056,1731
E01033051,2556
E01022057,1756
E01022058,1633
E01022059,1628
E01022060,2096
E01022061,1565
E01022062,2495
E01022063,2480
E01022064,1925
E01022067,1936
E01022068,2042
E01022069,1586
E01022070,1995
E01022071,1728
E01022072,2109
E01022073,2061
E01022074,1469
E01022075,1828
E01022076,1661
E01022077,2051
E01022078,1493
E01022079,2147
E01022080,1440
E01022081,2617
E01022082,2293
E01022083,1780
E01022084,2022
E01022085,1734
E01022086,1802
E01022087,2770
E01022088,1735
E01022089,1623
E01022092,1903
E01022093,2264
E01022094,2015
E01022095,1743
E01022096,2138
E01022097,1940
E01022098,1553
E01022099,2475
E01033052,1931
E01033053,2224
E01033054,1206
E01033055,2314
E01033056,1601
E01035178,1906
E01035179,1365
E01035180,1198
E01035181,1346
E01035182,1299
E01022100,1646
E01022101,1730
E01022102,1977
E01022104,1705
E01022105,1506
E01022106,1721
E01022107,1592
E01022108,1649
E01022109,1622
E01022110,1435
E01022111,1533
E01022112,1353
E01022113,1746
E01022114,1586
E01022115,1556
E01022116,1532
E01022117,1608
E01022118,1478
E01022119,1228
E01022120,1660
E01022121,1832
E01022122,1428
E01022123,2157
E01022124,1211
E01022125,1193
E01022126,1387
E01022127,1773
E01022128,1561
E01022129,2400
E01022130,1618
E01022131,1369
E01022132,1505
E01022133,1414
E01022134,1552
E01022135,1675
E01022136,1375
E01022137,1526
E01022138,1725
E01022139,1888
E01022140,1454
E01022141,1373
E01022142,1343
E01022143,2125
E01022144,1452
E01022145,1223
E01022146,1371
E01022147,1686
E01022148,1583
E01022149,1494
E01022150,1544
E01022151,1629
E01022152,1226
E01022153,1457
E01022154,1804
E01022155,1558
E01022156,1858
E01022157,1503
E01022159,1689
E01022160,2237
E01022161,1454
E01022162,1577
E01022163,1486
E01022164,1421
E01022165,1428
E01022166,1227
E01022167,1281
E01022168,1114
E01022169,1509
E01022170,1399
E01022171,1220
E01022172,1452
E01022173,1344
E01022174,1365
E01034777,1326
E01034778,1035
E01034779,1640
E01034780,1499
E01022175,1831
E01022176,1862
E01022177,1917
E01022178,1305
E01022179,1989
E01022181,1815
E01022182,1654
E01022183,1528
E01022184,1565
E01022185,1991
E01022186,1643
E01022187,1922
E01022188,2106
E01022189,1249
E01022190,1453
E01022191,1324
E01022192,1275
E01022193,1075
E01022194,1729
E01022195,1591
E01022196,1777
E01022197,1834
E01022198,1245
E01022199,1624
E01022200,1198
E01022201,1852
E01022202,1404
E01022203,2165
E01022204,1363
E01022205,1795
E01022207,1651
E01022208,1677
E01022209,1200
E01022210,1476
E01022211,1941
E01022213,1970
E01022215,1748
E01022216,1913
E01022217,1272
E01022218,1213
E01022219,1496
E01022220,1603
E01022221,2074
E01022222,1923
E01022224,1506
E01022225,2701
E01034781,1766
E01034782,1287
E01034783,1362
E01034784,1394
E01034785,1441
E01034786,1597
E01034787,1728
E01034788,1242
E01034789,1296
E01034790,1518
E01022226,1374
E01022227,1586
E01022228,1678
E01022229,1584
E01022230,1858
E01022231,1674
E01022232,1568
E01022233,1926
E01022234,1481
E01022235,1769
E01022236,2071
E01022237,1511
E01022238,1551
E01022239,1552
E01022240,2123
E01022241,1849
E01022242,1813
E01022243,1390
E01022244,1524
E01022245,1353
E01022246,1280
E01022247,2552
E01022248,1675
E01022249,2039
E01022250,2142
E01022251,1443
E01022252,1807
E01022253,1664
E01022254,2541
E01022255,2276
E01022256,1739
E01022257,1783
E01022258,1248
E01022259,1517
E01022260,1916
E01022261,2382
E01022262,2228
E01022263,1911
E01022264,1526
E01022265,1682
E01022266,1366
E01022267,1814
E01022268,1666
E01022269,1893
E01022270,1974
E01022271,1705
E01022272,1316
E01022273,1595
E01022274,1207
E01022275,1992
E01022276,1568
E01022277,1443
E01022278,1619
E01022279,1487
E01022280,1467
E01022281,1729
E01022282,2663
E01022283,1488
E01022284,1272
E01022285,1396
E01022286,1753
E01022287,1954
E01022288,2063
E01022289,1787
E01022290,1418
E01022291,1854
E01022292,1559
E01022293,1635
E01022294,1769
E01022295,1349
E01022296,1513
E01022297,1335
E01022298,1671
E01022299,1314
E01022300,1338
E01022301,1585
E01022302,1514
E01022303,1429
E01022304,1754
E01022305,1387
E01022306,1334
E01022307,1531
E01022308,1431
E01022309,1542
E01022310,1798
E01022311,2007
E01022312,2341
E01022313,1610
E01022314,1676
E01022315,1509
E01022316,1500
E01022317,1508
E01022318,1684
E01022319,1607
E01022320,1666
E01022321,1632
E01022322,1370
E01022323,1774
E01022324,1689
E01022325,1288
E01022326,1376
E01022327,1493
E01022328,1394
E01022329,1699
E01022330,1503
E01022331,1330
E01022332,1860
E01022333,1516
E01022334,1938
E01022335,1456
E01022336,1138
E01022338,1295
E01022339,1766
E01022340,1354
E01022341,2501
E01022342,1691
E01022343,1411
E01022344,1568
E01022345,1700
E01022346,1502
E01032932,1755
E01032933,1686
E01032935,1512
E01032937,1490
E01034791,1498
E01034792,1495
E01034793,1461
E01034794,1955
E01034795,2150
E01034796,2136
E01034797,1456
E01034798,1869
E01022350,2190
E01022351,1637
E01022352,1302
E01022353,1636
E01022354,2223
E01022355,1660
E01022356,2542
E01022357,1928
E01022358,1616
E01022359,1499
E01022360,1473
E01022361,1194
E01022362,1155
E01022363,2068
E01022364,1130
E01022366,1676
E01022367,1607
E01022368,1364
E01022369,1655
E01022370,1328
E01022371,1144
E01022372,2451
E01022373,1674
E01022374,2075
E01022375,1253
E01022376,2802
E01022377,2149
E01022378,2231
E01022379,1442
E01022381,2219
E01022382,1622
E01022383,1462
E01022384,1400
E01022385,1662
E01022386,1530
E01022387,1524
E01022388,1794
E01022389,1677
E01022390,1217
E01022391,1666
E01022392,1632
E01022393,1427
E01022394,1571
E01022395,1519
E01022396,1813
E01022397,2038
E01022398,1161
E01022399,2175
E01022400,1952
E01022401,1348
E01022402,1497
E01022403,1540
E01022404,1693
E01022405,2088
E01022406,1263
E01022407,1326
E01022408,1040
E01022409,1280
E01022410,2170
E01022411,2092
E01022413,2042
E01022414,2471
E01022415,1536
E01022416,1536
E01022417,1769
E01022418,1598
E01034799,1719
E01034800,1821
E01034801,2019
E01034802,1960
E01034803,1221
E01034804,1299
E01022421,1715
E01022423,2253
E01022424,1638
E01022425,1220
E01022426,1404
E01022427,1390
E01022428,1891
E01022429,1574
E01022430,1457
E01022431,1912
E01022432,2015
E01022433,2039
E01022434,2125
E01022437,1455
E01022438,1298
E01022439,2693
E01022440,2351
E01022441,1545
E01022442,1710
E01022443,1479
E01022444,1673
E01022445,1450
E01022447,1530
E01022448,2269
E01022449,2042
E01022450,2108
E01022451,1475
E01022452,1309
E01022453,2374
E01022454,2605
E01022455,1828
E01022456,1296
E01022457,1338
E01022458,1411
E01022459,1444
E01022460,1889
E01022461,1355
E01022462,1976
E01022463,1429
E01022464,1556
E01022465,1770
E01022466,2322
E01032938,2420
E01032939,1457
E01032940,1497
E01034805,1878
E01034806,1116
E01034807,1520
E01034808,1777
E01034809,1350
E01034810,2088
E01034811,1614
E01034812,1183
E01034813,1203
E01034814,1239
E01034815,1445
E01022467,1636
E01022468,1882
E01022469,1546
E01022470,1843
E01022471,1482
E01022472,1277
E01022473,1221
E01022474,1756
E01022475,1654
E01022476,1739
E01022477,1356
E01022478,1477
E01022479,1474
E01022480,1352
E01022481,1995
E01022482,1694
E01022484,1447
E01022485,1233
E01022486,2226
E01022487,1346
E01022488,1390
E01022489,1563
E01022490,1827
E01022491,2062
E01022492,1516
E01022493,1382
E01022494,2486
E01022495,1441
E01022497,1335
E01022498,1557
E01022499,1666
E01022500,1342
E01022502,1585
E01022503,1749
E01022504,1710
E01022505,1787
E01022506,1256
E01022507,1554
E01022509,1376
E01022510,1622
E01022511,1198
E01022512,1277
E01022513,1630
E01022514,1669
E01022515,1290
E01022516,1533
E01022517,1224
E01022518,1927
E01022519,1260
E01022520,1752
E01022521,1565
E01022522,1795
E01022523,2557
E01022524,1905
E01022525,1668
E01022527,1651
E01022528,1298
E01022529,1561
E01022530,1423
E01022531,1394
E01022532,2284
E01022533,1697
E01022534,1943
E01022535,1653
E01022536,1350
E01022537,1288
E01022539,1245
E01022540,2556
E01022542,1210
E01022543,1648
E01022547,1722
E01022548,1408
E01022549,1657
E01022550,1747
E01022551,1541
E01022552,1581
E01022553,1451
E01022554,1822
E01022555,1476
E01022556,1877
E01022557,1538
E01022558,1245
E01022559,1237
E01022560,1177
E01022561,1463
E01022562,1403
E01022563,1881
E01022564,2163
E01022565,1888
E01022566,1247
E01022567,1335
E01022568,1357
E01022569,1476
E01022570,1547
E01032841,2628
E01032842,1356
E01032843,1960
E01032844,2978
E01032845,1786
E01032846,1693
E01032847,2088
E01032848,1679
E01032849,1568
E01032850,1377
E01034708,1323
E01034709,1281
E01034710,1361
E01034711,1629
E01034712,1899
E01034713,1499
E01034714,1851
E01034715,1667
E01034716,1308
E01034717,1053
E01034718,2197
E01022571,1123
E01022572,1173
E01022573,2420
E01022574,1570
E01022575,1556
E01022576,1541
E01022577,1502
E01022579,1933
E01022580,1214
E01022581,1839
E01022582,1525
E01022583,1864
E01022584,1837
E01022585,1896
E01022586,2120
E01022587,2125
E01022588,2664
E01022589,2072
E01022590,1554
E01022591,2536
E01022592,2300
E01022593,1417
E01022594,1956
E01022595,2506
E01022596,1911
E01022597,2931
E01022599,1312
E01022600,1471
E01022601,1367
E01022602,1338
E01022603,1433
E01022604,1362
E01022605,2175
E01022606,2488
E01022607,1177
E01022608,1347
E01022610,1849
E01022611,1494
E01022613,1461
E01022614,1111
E01022615,2716
E01022616,1674
E01022617,1740
E01022618,1784
E01022619,1204
E01022620,1200
E01022621,1411
E01022622,2293
E01022623,2270
E01022624,2259
E01022625,2592
E01022627,2308
E01022628,1446
E01022629,1531
E01022630,2248
E01022631,1251
E01022632,1126
E01022633,1295
E01022634,1143
E01022635,1445
E01022636,1301
E01022639,1621
E01022640,2734
E01022641,1262
E01022642,1036
E01032615,1041
E01032616,1538
E01032625,1445
E01032664,1091
E01032665,1322
E01034719,1726
E01034720,1710
E01034721,1156
E01034722,1803
E01022643,1509
E01022644,1243
E01022645,1145
E01022646,1479
E01022647,1780
E01022648,1673
E01022649,1565
E01022650,1235
E01022651,1772
E01022652,1782
E01022654,1317
E01022655,1469
E01022656,2454
E01022657,2780
E01022658,1731
E01022659,1519
E01022660,1503
E01022661,1702
E01022662,1372
E01022663,1569
E01022664,1503
E01022665,1347
E01022666,2068
E01022667,2120
E01022669,1782
E01022670,1469
E01022671,1439
E01022672,1497
E01022673,2279
E01022674,1496
E01022675,1327
E01022676,1826
E01022678,1981
E01022679,1934
E01022680,1718
E01022681,1813
E01022682,1932
E01022683,2290
E01022684,1414
E01022685,1150
E01022686,2029
E01022687,1677
E01022688,2238
E01022689,1940
E01022690,1913
E01022691,1492
E01022693,1447
E01022694,1746
E01022695,1239
E01022696,1485
E01022697,1565
E01022698,1996
E01022699,1767
E01022700,1525
E01022701,1103
E01022702,1295
E01022703,1444
E01022704,1844
E01022705,1684
E01022706,1690
E01022707,1972
E01022708,1809
E01022709,1742
E01022710,2096
E01022711,1804
E01022712,1576
E01022713,2020
E01022714,1603
E01022715,1936
E01022716,1465
E01022717,1202
E01022718,1547
E01022719,1566
E01035433,1372
E01035434,1939
E01035435,1163
E01035436,1265
E01035437,1697
E01035438,2155
E01035439,1977
E01035440,1485
E01035441,1469
E01022720,1476
E01022721,1556
E01022722,1642
E01022723,1504
E01022724,1392
E01022725,1260
E01022726,1415
E01022727,1507
E01022728,1648
E01022729,1167
E01022730,1502
E01022731,1251
E01022732,1455
E01022733,1616
E01022734,1399
E01022735,1770
E01022736,1572
E01022737,1536
E01022738,1026
E01022739,1597
E01022740,1521
E01022741,1457
E01022742,1699
E01022743,1795
E01022744,1262
E01022745,1529
E01022746,1688
E01022747,1206
E01022748,1388
E01022749,1323
E01022750,1410
E01022751,1548
E01022752,1336
E01022753,1154
E01022754,2314
E01022755,1658
E01022756,1775
E01022757,1596
E01022758,2218
E01022759,1566
E01022760,1510
E01022761,1452
E01022762,1470
E01022763,1530
E01022764,1535
E01022765,1776
E01022766,1233
E01022767,1267
E01022768,1341
E01022769,1294
E01022770,1938
E01022771,1709
E01022772,2529
E01022773,1727
E01022774,2094
E01022776,1497
E01022777,1572
E01022778,1397
E01022780,1747
E01022781,1362
E01022782,1560
E01022783,1429
E01022784,1346
E01022785,1453
E01022786,2170
E01022787,1342
E01022788,1202
E01022789,1493
E01022790,1666
E01022791,1825
E01022792,1617
E01022793,1953
E01032877,3182
E01022794,1504
E01022795,1560
E01022796,1332
E01022797,1135
E01022798,1455
E01022799,1410
E01022800,1601
E01022801,1455
E01022802,1509
E01022803,1599
E01022804,1554
E01022805,1427
E01022806,1349
E01022807,1388
E01022810,1445
E01022812,1204
E01022813,1360
E01022814,1616
E01022815,1521
E01022816,1362
E01022817,1711
E01022818,1448
E01022819,1569
E01022820,1687
E01022823,1495
E01022825,1332
E01022826,1454
E01022828,1289
E01022829,2627
E01022830,1344
E01022831,1306
E01022832,1614
E01022833,1718
E01022834,1282
E01022835,1357
E01022836,1392
E01022837,1536
E01022838,1296
E01022839,1268
E01022840,1478
E01022841,1499
E01022842,1649
E01022843,1491
E01022845,1361
E01032878,993
E01032879,1208
E01032880,1416
E01032881,1690
E01032883,1329
E01032884,2240
E01034060,2187
E01034061,1134
E01034062,1394
E01034063,1133
E01034064,1401
E01034065,1055
E01022846,2854
E01022847,1821
E01022848,1504
E01022849,1717
E01022850,1493
E01022851,1660
E01022852,1762
E01022853,1880
E01022854,1611
E01022855,1243
E01022856,1714
E01022858,1265
E01022859,1708
E01022860,2049
E01022861,1630
E01022862,2243
E01022863,1611
E01022864,1432
E01022865,1642
E01022867,1573
E01022868,1658
E01022869,1576
E01022870,1365
E01022871,1341
E01022872,1780
E01022874,1294
E01022875,1482
E01022876,1532
E01022877,1456
E01022878,1682
E01022879,2153
E01022880,2158
E01022881,2773
E01022882,2525
E01022883,1384
E01022884,1579
E01022885,1438
E01022887,1509
E01022888,2169
E01022889,1549
E01022890,1444
E01022891,1891
E01022892,1847
E01022893,1825
E01022894,1419
E01022895,1686
E01022896,1566
E01022897,1614
E01022898,1447
E01032852,1707
E01032853,1838
E01032854,1665
E01032855,1179
E01032856,1737
E01032857,1052
E01034723,1386
E01034724,1693
E01034725,2137
E01034726,2314
E01022899,1380
E01022900,1779
E01022901,1828
E01022902,1554
E01022903,1748
E01022904,2095
E01022905,1728
E01022906,1440
E01022907,1539
E01022908,1488
E01022909,1752
E01022910,1412
E01022911,1515
E01022913,1281
E01022914,1277
E01022915,1502
E01022916,1597
E01022917,1184
E01022918,1520
E01022919,1613
E01022920,1613
E01022921,1503
E01022922,1464
E01022924,1534
E01022925,2218
E01022926,1736
E01022927,1618
E01022928,1721
E01022929,1509
E01022930,1716
E01022931,1576
E01022933,1556
E01022934,1850
E01022935,1472
E01022936,1482
E01022937,1288
E01022938,1742
E01022939,1540
E01022940,1579
E01022941,1492
E01022942,1422
E01022943,1373
E01022944,1261
E01022945,2302
E01022946,2007
E01022947,1646
E01022948,1647
E01022949,1453
E01022950,1740
E01022951,1396
E01022952,1426
E01022954,1591
E01022955,1620
E01022956,1139
E01022957,1293
E01022958,2305
E01022959,1475
E01022960,1294
E01022961,1306
E01022962,2158
E01022963,1420
E01022964,1366
E01022965,1396
E01022966,1356
E01022967,1093
E01022968,1363
E01022969,1843
E01022970,1873
E01022971,1459
E01022972,1853
E01022973,2079
E01022974,1326
E01022975,1997
E01022976,1422
E01032605,1667
E01032617,1574
E01032618,1715
E01034066,987
E01034067,1383
E01022977,1436
E01022978,1593
E01022979,1088
E01022980,1472
E01022981,1849
E01022982,1885
E01022983,1576
E01022984,1475
E01022985,1152
E01022986,1442
E01022987,1999
E01022988,1439
E01022989,1798
E01022990,1598
E01022991,2140
E01022992,1146
E01022993,1319
E01022994,1551
E01022995,1423
E01022996,1175
E01022997,1289
E01022998,1759
E01022999,2104
E01023000,1762
E01023001,2051
E01023002,1665
E01023003,1740
E01023004,1855
E01023005,1492
E01023006,1399
E01023007,1093
E01023008,1578
E01023009,1467
E01023010,1385
E01023011,1460
E01023012,1354
E01023013,1435
E01023014,1666
E01023015,1394
E01023016,1383
E01023017,1955
E01023018,1455
E01023019,1418
E01023020,1437
E01023021,1552
E01023022,1811
E01023023,1695
E01023024,1743
E01023025,1296
E01023026,1173
E01023027,1439
E01023028,2073
E01023029,1681
E01023030,1224
E01023031,1188
E01023032,1307
E01023033,1300
E01023034,1827
E01023035,1788
E01023036,2004
E01023037,2002
E01023038,1431
E01023039,1419
E01023040,1451
E01023041,1623
E01023042,1607
E01023043,1692
E01023044,1093
E01023045,1577
E01023046,1430
E01023047,1266
E01023048,1311
E01023049,1521
E01023050,1753
E01023051,1486
E01023052,1690
E01023053,1677
E01023054,1805
E01023055,1316
E01023056,1517
E01023057,1712
E01023058,1436
E01023059,1720
E01023060,1527
E01023061,1440
E01023062,1476
E01023063,1478
E01023064,1378
E01023065,1625
E01023066,1698
E01023067,1482
E01023068,1270
E01023069,1938
E01023070,1842
E01023071,1469
E01023072,1237
E01023073,1271
E01023074,1338
E01023075,1359
E01023076,1468
E01023077,1729
E01023078,1457
E01023079,1720
E01023080,1490
E01023081,2026
E01023082,1427
E01023083,1496
E01023084,1472
E01023085,1494
E01023086,1557
E01023087,1427
E01023088,1567
E01023089,1498
E01023090,1773
E01023091,1806
E01023092,1391
E01023093,1280
E01023094,1331
E01023095,1950
E01023096,2347
E01023097,1548
E01023098,1732
E01023099,1669
E01023100,1183
E01023101,1258
E01023102,1413
E01023103,1571
E01023104,1649
E01023105,1614
E01023106,1464
E01023107,1476
E01023108,1574
E01023109,1554
E01023110,1884
E01023111,1879
E01023112,1280
E01023113,1898
E01023114,1457
E01023115,1432
E01023116,1937
E01023117,1759
E01023118,1886
E01023119,1246
E01023120,1738
E01023121,1987
E01023122,1509
E01023123,1591
E01023124,1302
E01023125,2379
E01023128,1397
E01023129,1447
E01023130,1403
E01023131,1490
E01023132,1549
E01023133,1267
E01023134,1766
E01023135,2477
E01023136,2841
E01023137,1378
E01023138,1434
E01023139,1236
E01023140,2118
E01023141,2187
E01023144,1927
E01023145,2291
E01023146,1353
E01023147,1554
E01023148,1328
E01023149,1390
E01032858,2519
E01034727,2210
E01034728,1662
E01034729,1446
E01034730,1452
E01023150,1657
E01023151,1419
E01023152,1670
E01023153,1743
E01023154,1622
E01023156,1384
E01023157,1334
E01023158,2388
E01023159,2366
E01023160,1526
E01023162,1869
E01023163,1641
E01023164,1580
E01023165,2133
E01023166,1599
E01023167,1562
E01023168,1417
E01023169,2131
E01023170,2591
E01023171,1831
E01023172,1495
E01023173,1432
E01023174,1673
E01023175,1562
E01023176,1567
E01023177,2250
E01023178,2305
E01023179,1885
E01023180,1659
E01023181,1320
E01023182,1534
E01023183,1380
E01023184,1414
E01023185,1204
E01023186,1628
E01023187,1528
E01023188,1299
E01023189,1965
E01023190,1198
E01023191,1871
E01023192,1929
E01023193,1828
E01023194,1434
E01023195,2157
E01023196,1682
E01023197,1426
E01023198,1488
E01023200,1514
E01023202,1971
E01023203,1423
E01023204,1631
E01023205,1306
E01023206,1157
E01023207,1594
E01023208,1064
E01023209,1245
E01023210,1500
E01023211,1899
E01023212,1384
E01023213,1251
E01023214,1288
E01023215,1757
E01023216,1928
E01023217,1579
E01023218,1455
E01023219,1391
E01032870,1906
E01032871,1499
E01035450,1606
E01035451,1626
E01035452,1528
E01035453,1425
E01035454,1426
E01035455,1719
E01035456,1658
E01035457,1464
E01035458,1652
E01035459,1628
E01035460,1325
E01035461,1227
E01035462,1556
E01023220,1992
E01023221,1873
E01023222,1562
E01023223,1589
E01023225,2212
E01023226,1684
E01023227,2062
E01023228,2296
E01023229,2108
E01023230,2150
E01023231,1851
E01023232,2871
E01023233,1823
E01023234,1548
E01023235,2097
E01023236,2012
E01023237,1454
E01023238,1894
E01023239,1651
E01023240,2205
E01023241,1991
E01023242,1220
E01023243,1231
E01023244,1603
E01023245,2667
E01023246,1647
E01023247,1587
E01023248,1746
E01023249,1358
E01023250,1898
E01023251,1232
E01023252,1825
E01023253,2062
E01023254,1799
E01023255,1684
E01023256,1552
E01023257,1604
E01023258,1541
E01023259,2089
E01023260,1321
E01023261,1610
E01023262,1529
E01023263,2073
E01023264,1749
E01023265,1831
E01023266,2261
E01023267,1412
E01023268,1230
E01023269,2495
E01023270,1523
E01023271,1239
E01023272,1609
E01023273,1667
E01023274,2696
E01023275,1727
E01023276,1737
E01023277,1270
E01023278,1515
E01023279,1447
E01023280,1552
E01023281,1734
E01023282,2119
E01023285,1607
E01023286,1528
E01023287,2987
E01023288,1456
E01032859,1752
E01032860,1580
E01034731,1482
E01034732,1369
E01034733,1887
E01034734,1657
E01023289,1585
E01023290,1634
E01023291,1614
E01023292,1591
E01023293,1767
E01023294,1914
E01023295,1401
E01023296,1951
E01023297,1372
E01023298,1592
E01023299,1720
E01023300,1572
E01023301,1817
E01023302,1437
E01023303,1546
E01023304,1544
E01023305,1387
E01023306,1502
E01023307,1516
E01023308,1691
E01023309,1691
E01023310,2868
E01023311,1914
E01023312,1567
E01023313,1604
E01023314,1585
E01023315,1812
E01023316,1348
E01023317,2700
E01023318,1624
E01023319,1565
E01023320,2241
E01023321,1997
E01023322,1961
E01023323,1764
E01023324,1295
E01023325,1409
E01023326,1615
E01023327,1357
E01023328,1372
E01023329,1322
E01023330,1715
E01023331,1700
E01023332,2396
E01023333,2102
E01023334,1773
E01023335,1781
E01023336,2160
E01023337,2003
E01023339,1562
E01023340,1840
E01023341,1815
E01023343,2146
E01023344,1643
E01035583,1362
E01035584,1560
E01035585,1506
E01035586,1314
E01023345,1950
E01023346,2857
E01023347,1466
E01023348,1580
E01023349,1917
E01023350,1790
E01023351,1672
E01023352,2406
E01023354,2438
E01023355,1555
E01023356,1133
E01023357,1703
E01023358,1560
E01023359,1828
E01023360,1576
E01023361,1661
E01023362,1831
E01023363,1524
E01023364,1337
E01023365,1303
E01023366,1517
E01023367,1231
E01023368,1785
E01023369,1566
E01023370,1684
E01023371,1815
E01023372,1532
E01023373,2172
E01023374,1398
E01023375,1581
E01023376,1233
E01023377,1378
E01023378,1772
E01023379,1663
E01023380,1168
E01023381,1359
E01023382,1534
E01023383,1465
E01023384,1957
E01023385,1586
E01023386,1478
E01023387,1386
E01023388,1522
E01023389,1680
E01023390,2123
E01023391,1716
E01023392,1668
E01023393,1673
E01023394,1407
E01023395,1684
E01023396,1592
E01023397,1364
E01023399,1668
E01023400,2083
E01023401,1791
E01023402,1786
E01023403,1514
E01023404,1314
E01023405,1571
E01023406,1977
E01023407,1730
E01023408,1640
E01023409,1942
E01023410,1309
E01023411,1629
E01023412,1253
E01023413,1352
E01023414,2365
E01023415,1397
E01023416,1455
E01023417,1378
E01023418,1450
E01023419,2047
E01023420,1531
E01023421,1609
E01023422,1349
E01023423,1441
E01023424,1523
E01023425,1370
E01023426,1638
E01023427,1818
E01023428,1448
E01023429,1868
E01023430,1265
E01023431,1364
E01023432,1651
E01023433,1487
E01023434,1677
E01023435,1480
E01023436,1233
E01023437,1418
E01033022,1412
E01033023,2112
E01035562,1534
E01035563,1388
E01035564,1168
E01023523,1745
E01023524,1464
E01023525,1765
E01023526,1780
E01023527,1443
E01023528,1444
E01023529,1527
E01023530,1287
E01023531,1976
E01023532,1664
E01023533,1695
E01023534,1866
E01023535,1824
E01023536,1669
E01023537,2858
E01023538,2171
E01023540,1856
E01023541,2460
E01023542,1962
E01023543,1392
E01023544,1176
E01023545,1822
E01023546,2017
E01023547,1877
E01023548,2049
E01023549,1743
E01023550,1798
E01023551,1576
E01023552,1701
E01023553,2076
E01023554,1765
E01023555,1973
E01023556,1910
E01023557,1549
E01023558,1823
E01023559,1669
E01023560,1936
E01023561,1701
E01023562,1849
E01023563,1872
E01023564,1753
E01023565,1835
E01023566,1485
E01023567,2095
E01023568,1538
E01023569,1725
E01023570,1460
E01023571,1568
E01023572,1602
E01023573,1308
E01023574,1688
E01023575,1551
E01023576,1459
E01023577,1739
E01023578,1747
E01023579,1451
E01023580,1698
E01023581,1281
E01023582,1644
E01023583,1372
E01023584,1006
E01035598,1718
E01035599,1676
E01023585,1162
E01023586,1614
E01023587,1047
E01023588,1457
E01023589,1741
E01023590,1822
E01023591,1541
E01023592,1682
E01023593,1514
E01023594,2319
E01023595,1521
E01023596,1185
E01023597,1265
E01023598,1564
E01023600,1411
E01023601,2234
E01023602,1553
E01023603,1555
E01023604,1361
E01023605,1398
E01023606,1778
E01023607,1470
E01023608,1619
E01023609,1671
E01023610,1382
E01023611,1624
E01023612,1845
E01023613,1613
E01023614,2087
E01023615,1857
E01023616,2474
E01023617,1576
E01023618,1743
E01023619,1684
E01023620,1334
E01023621,1335
E01023622,1174
E01023623,1568
E01023624,1407
E01023625,1130
E01023626,2278
E01023627,1896
E01023628,1880
E01023629,1764
E01023630,1868
E01023631,1709
E01023632,1901
E01023633,1322
E01023634,1284
E01023635,1506
E01023636,1912
E01023637,1861
E01023638,1658
E01023639,1272
E01023640,1265
E01023641,1386
E01023642,1260
E01023643,1222
E01023644,1718
E01023645,1551
E01023646,1465
E01023647,1467
E01023648,1218
E01023649,1249
E01023650,1628
E01023651,1250
E01023652,1507
E01023653,2562
E01023654,1595
E01023655,2031
E01023656,2343
E01023657,2571
E01023658,1812
E01023659,1332
E01023660,2356
E01023661,1366
E01023662,2039
E01023663,2037
E01033024,1508
E01033025,1337
E01033026,1604
E01033027,1476
E01023802,1674
E01023803,1577
E01023804,1490
E01023805,1785
E01023806,2328
E01023807,1562
E01023809,1864
E01023810,1806
E01023811,1470
E01023812,1527
E01023813,1624
E01023814,1050
E01023815,1641
E01023816,1317
E01023817,1429
E01023818,1431
E01023819,1663
E01023820,1334
