LSOA11CD,alcohol_related,community,education,entertainment,financial,food_related,healthcare,leisure,other,parking_related,police_related,religion,residential,retail,transport,urban_utilities
E01003872,1,0,0,1,0,0,0,0,9,6,0,1,1,0,0,7
E01003873,0,1,0,0,2,11,2,1,21,22,0,1,7,3,0,7
E01003874,2,5,2,0,0,10,8,1,38,6,0,0,11,3,0,0
E01003875,0,1,2,0,0,0,0,2,10,0,0,0,19,0,0,4
E01003876,21,11,2,6,17,91,12,8,184,70,0,8,42,44,2,109
E01003877,1,0,0,0,0,0,1,1,5,2,0,2,14,0,0,2
E01003878,0,0,2,0,0,0,0,6,8,2,0,1,17,0,0,13
E01003879,1,1,2,0,0,4,2,0,25,1,0,0,13,5,0,0
E01003880,1,0,1,0,0,1,1,2,23,5,0,1,0,1,0,6
E01003881,0,1,2,0,0,2,0,3,9,2,0,0,6,0,0,0
E01003882,2,1,1,0,2,18,10,0,44,31,0,0,36,16,0,12
E01003883,0,1,0,0,0,2,1,1,8,11,0,1,7,0,0,3
E01003884,0,3,1,0,0,4,3,0,23,16,0,2,7,2,0,5
E01003885,1,1,3,2,0,4,1,4,28,12,0,0,9,2,1,24
E01003886,3,3,1,0,0,15,3,0,44,18,0,2,11,10,0,7
E01003887,6,3,0,0,2,26,7,2,97,34,0,1,7,10,0,20
E01003888,3,3,1,0,0,20,5,6,127,56,0,1,3,11,0,27
E01003889,2,0,0,0,0,4,1,3,205,29,0,0,48,0,1,34
E01003890,1,0,1,0,0,6,0,1,24,2,0,0,9,0,0,0
E01003891,2,3,0,1,0,5,0,4,35,16,0,1,18,2,0,14
E01003892,0,1,0,0,0,2,0,3,19,4,0,0,72,0,0,14
E01003893,2,0,1,0,0,18,6,0,85,30,0,0,43,7,0,1
E01003894,2,2,0,0,0,0,1,0,3,7,0,1,4,0,0,0
E01003895,2,0,2,1,0,1,0,2,43,11,0,0,8,2,0,4
E01003896,11,4,2,3,1,75,17,11,156,45,0,1,22,18,0,73
E01003897,4,6,3,0,6,17,0,2,36,39,3,1,30,10,1,23
E01003898,4,4,2,0,0,7,2,0,17,7,0,1,35,6,0,8
E01003899,2,1,0,0,1,0,0,0,6,2,0,0,1,0,0,5
E01003900,0,6,1,0,0,5,1,0,19,20,0,0,15,2,0,5
E01003901,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,12
E01003902,0,2,0,0,1,2,1,0,3,3,0,0,2,1,0,5
E01003903,0,2,0,0,0,1,2,4,13,9,0,0,4,0,0,10
E01003904,0,3,1,0,0,2,0,3,12,3,0,1,126,2,0,25
E01003905,1,1,1,0,0,3,0,2,19,2,0,0,5,2,0,1
E01003906,2,2,0,0,0,4,0,0,7,4,0,2,0,0,0,0
E01003907,0,1,0,0,0,0,0,2,7,1,0,0,0,0,0,0
E01003908,1,3,2,0,0,0,0,0,18,7,0,1,0,3,0,1
E01003909,0,3,0,0,4,25,8,0,79,17,0,0,0,13,0,11
E01003910,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,2
E01003911,0,0,0,1,0,1,2,3,7,17,0,1,9,0,0,3
E01003912,0,0,1,2,0,0,0,2,5,10,0,0,25,0,0,0
E01003913,4,2,2,0,0,39,3,1,41,33,0,3,23,3,0,6
E01003914,0,0,1,1,1,5,0,6,10,21,0,0,11,3,0,10
E01003915,0,1,2,0,0,1,1,2,19,25,0,1,19,1,0,6
E01003916,2,0,2,0,0,2,0,0,3,17,0,2,11,2,0,0
E01003917,0,3,0,0,0,2,0,3,4,6,0,1,15,1,0,1
E01003918,0,2,1,0,0,0,0,2,4,5,0,1,6,0,0,1
E01003919,2,3,2,0,1,3,0,0,22,14,0,4,4,3,0,1
E01003920,0,1,1,0,0,0,0,2,10,5,0,0,15,1,0,3
E01003921,8,1,0,0,3,16,9,4,48,22,0,2,13,13,1,10
E01003922,1,2,1,0,1,8,3,4,39,27,0,3,32,9,0,6
E01003923,1,1,1,0,0,2,0,1,16,9,0,1,7,1,0,2
E01003924,0,0,0,1,1,4,0,0,13,5,0,2,10,7,0,3
E01003925,0,0,0,0,0,0,0,0,2,7,0,1,19,0,0,0
E01003926,0,1,4,0,0,2,3,4,11,6,0,2,17,3,0,0
E01003927,7,5,3,0,2,37,1,5,35,67,0,1,52,8,2,24
E01003929,21,2,4,2,9,79,2,5,69,50,0,2,59,23,0,28
E01003930,1,0,3,0,0,7,0,5,7,19,0,0,21,2,0,6
E01003932,0,1,3,0,1,6,2,1,4,33,0,1,8,0,0,5
E01003933,1,0,2,3,0,4,0,7,39,39,0,1,7,2,0,33
E01003934,13,2,1,4,3,33,4,5,40,45,0,1,18,8,1,47
E01003935,9,1,1,6,0,27,0,4,14,36,0,0,22,1,0,31
E01003936,1,1,0,1,0,1,0,2,4,13,0,0,6,2,1,4
E01003937,2,1,0,1,0,4,3,2,11,8,2,1,14,0,0,3
E01003938,0,1,0,0,0,2,0,4,16,12,0,0,13,1,0,4
E01003939,9,3,3,0,5,19,2,1,42,33,0,2,19,6,0,15
E01003940,0,1,1,0,0,1,0,1,6,7,0,0,7,1,0,0
E01003941,1,1,0,1,2,11,3,2,13,27,0,1,12,6,0,12
E01003942,1,0,1,0,0,4,0,1,14,6,0,0,32,0,0,3
E01003943,1,2,0,0,0,0,0,2,1,7,0,1,15,1,0,2
E01003945,1,0,0,0,0,0,0,0,11,5,0,1,9,0,0,11
E01003946,2,0,2,0,0,2,0,3,34,7,0,1,23,1,0,8
E01003947,0,2,1,0,0,1,0,1,7,8,0,0,17,1,0,0
E01003948,0,0,0,0,0,0,2,0,2,6,0,0,13,2,0,5
E01003949,0,0,0,0,0,0,0,0,8,6,0,1,5,0,0,1
E01003950,1,0,0,0,0,0,0,5,7,2,0,0,16,1,0,0
E01003951,1,0,2,0,0,1,1,1,68,22,0,0,27,4,0,15
E01003952,2,1,0,1,0,32,3,0,48,18,0,3,7,9,0,1
E01003953,2,2,2,1,0,13,3,2,33,23,0,0,2,5,0,7
E01003954,0,0,1,0,0,1,0,0,2,2,0,1,1,0,0,0
E01003955,1,2,0,0,0,3,1,0,5,7,0,0,3,4,0,1
E01003956,1,0,1,0,0,0,0,0,2,4,0,1,0,1,0,0
E01003957,0,2,2,0,0,0,0,0,3,3,0,2,1,0,0,0
E01003958,2,1,1,0,0,2,3,0,10,9,0,1,6,4,0,0
E01003960,0,0,2,0,0,0,0,3,2,9,0,1,16,1,0,2
E01003961,1,1,2,0,0,4,1,4,10,10,0,2,27,2,0,4
E01003963,3,0,1,0,1,1,0,2,0,5,0,0,14,0,0,0
E01003964,2,0,3,0,0,4,1,5,21,29,0,4,8,2,0,17
E01003966,0,1,0,0,1,9,0,3,7,6,0,2,8,1,0,2
E01003967,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0
E01003968,1,0,0,0,0,0,0,0,3,1,0,0,14,0,0,0
E01003969,3,3,0,0,5,26,2,6,91,31,0,3,25,8,1,17
E01003970,1,1,1,0,0,1,0,4,9,7,0,0,11,0,0,11
E01003971,0,0,0,0,0,0,0,3,1,1,0,0,21,0,0,2
E01003972,0,0,1,0,0,0,1,2,6,12,0,0,14,0,0,0
E01003973,1,0,1,0,0,1,1,3,20,7,0,0,7,3,0,4
E01003974,0,0,0,0,0,0,1,0,1,2,0,0,9,0,0,0
E01003975,8,0,0,0,0,0,0,3,4,18,0,0,8,2,0,2
E01003976,5,0,0,1,1,11,1,2,17,22,0,0,32,5,0,5
E01003977,1,1,1,0,0,0,0,0,20,11,0,0,2,3,0,3
E01003978,1,0,0,0,1,5,4,3,10,22,0,1,17,3,0,6
E01003979,4,2,1,1,0,7,0,1,20,10,0,2,12,3,0,2
E01003980,0,0,1,0,0,1,2,2,9,12,0,1,7,0,0,1
E01003981,11,3,3,0,4,38,5,3,49,42,0,2,27,13,2,17
E01003983,1,1,2,1,0,1,0,8,13,21,0,2,26,1,0,8
E01003984,3,0,0,0,0,5,0,0,9,9,0,1,11,3,0,3
E01003986,1,1,0,0,1,10,0,1,21,11,0,2,14,4,0,4
E01003987,0,0,1,0,0,0,0,4,2,5,0,1,1,0,0,0
E01003988,1,1,1,1,1,9,0,3,44,83,0,8,22,12,0,1
E01003989,0,0,1,1,0,3,2,1,12,32,0,0,17,0,0,2
E01003990,0,0,1,0,0,0,1,1,4,3,0,1,7,1,0,0
E01003991,0,1,0,0,0,1,0,3,0,2,0,0,2,0,0,0
E01003992,0,0,0,0,0,0,0,1,1,6,0,0,11,0,0,5
E01003993,1,2,0,0,0,0,2,2,9,11,0,0,11,1,0,0
E01003994,1,2,1,0,3,12,4,1,52,13,0,1,2,3,0,9
E01003995,0,0,1,0,0,1,0,5,5,8,0,0,9,0,0,1
E01003997,1,1,0,0,0,0,0,2,9,7,0,1,9,2,0,0
E01003998,1,0,1,0,0,0,0,0,6,11,0,1,12,1,0,0
E01003999,0,0,0,0,0,0,0,3,14,10,0,1,5,0,0,1
E01004000,1,1,1,0,0,2,0,0,4,6,0,3,10,1,0,0
E01004001,2,0,0,0,0,1,2,1,3,14,0,0,1,2,0,0
E01004002,1,0,1,0,0,0,0,0,11,10,0,2,0,1,0,3
E01004003,2,1,0,0,1,1,0,4,13,5,0,0,12,1,0,1
E01004004,0,1,1,0,0,0,0,2,19,10,0,1,12,0,0,1
E01004005,0,0,1,0,1,2,0,2,5,10,0,1,7,1,0,5
E01004006,1,0,0,0,0,1,0,0,4,5,0,0,13,1,0,0
E01004007,1,1,0,1,0,2,1,2,2,6,0,0,17,4,0,0
E01004008,0,0,1,0,1,3,1,3,61,27,0,0,22,6,0,31
E01004010,3,4,3,0,2,13,2,5,45,25,0,1,10,6,0,27
E01004011,0,2,0,0,0,0,0,5,2,7,0,2,5,0,0,1
E01004012,0,0,2,0,0,0,0,1,6,7,0,0,8,0,0,0
E01004013,0,0,1,0,0,0,1,3,3,12,0,0,24,0,0,2
E01004014,0,1,1,0,0,0,0,3,5,7,0,1,19,0,0,3
E01004015,2,2,1,0,1,3,0,7,41,9,0,1,3,1,0,117
E01004016,1,1,2,0,0,0,0,2,9,64,0,1,11,3,0,3
E01004017,0,0,1,0,0,0,0,1,6,1,0,3,2,0,0,7
E01004018,1,1,0,0,0,5,4,0,10,9,0,0,3,4,0,0
E01004019,0,0,0,0,0,0,0,0,6,6,0,1,4,1,0,1
E01004020,0,0,1,0,0,0,0,1,12,9,0,0,12,1,0,3
E01004021,0,0,0,0,1,1,1,0,4,13,0,0,1,6,0,1
E01004022,2,1,3,0,0,2,1,2,25,19,0,1,25,4,0,1
E01004023,2,3,1,0,1,7,2,1,17,17,0,0,23,4,0,1
E01004024,0,1,1,0,0,1,0,5,9,11,0,1,11,2,0,0
E01004027,20,1,1,3,6,53,3,8,49,68,0,0,37,10,1,31
E01004028,5,1,1,0,0,3,0,2,17,23,0,1,33,2,0,3
E01004029,0,1,0,0,0,0,1,1,1,3,0,0,52,0,0,0
E01004030,4,2,0,2,0,5,1,2,5,22,0,1,38,4,0,21
E01004031,2,3,2,1,5,13,3,8,75,37,0,0,21,11,0,51
E01004032,0,0,1,0,0,0,0,0,3,2,0,0,25,0,0,0
E01004033,0,0,1,0,1,6,1,3,26,18,0,2,45,2,1,4
E01004034,1,1,1,0,0,3,0,4,24,14,0,1,29,3,0,26
E01004035,1,1,2,0,0,1,0,4,62,14,0,0,9,1,0,5
E01004036,0,1,0,0,0,9,1,2,14,12,0,0,9,3,0,1
E01004037,4,0,1,0,0,1,0,1,8,12,0,0,5,3,0,1
E01004038,0,0,3,0,0,0,0,0,4,3,0,0,11,0,0,1
E01004039,0,0,0,0,0,0,0,1,3,4,0,0,22,0,0,0
E01004040,0,2,0,0,1,0,1,1,8,7,0,0,13,2,0,2
E01004041,0,0,0,0,0,0,0,2,1,2,0,1,21,0,0,0
E01004042,3,7,0,0,4,6,1,6,33,13,0,0,11,4,1,6
E01004043,1,0,1,0,0,0,0,0,2,1,0,2,1,1,0,1
E01004044,0,0,0,1,0,2,0,1,2,3,0,0,7,0,0,0
E01004045,0,1,0,0,0,0,0,2,2,10,0,0,16,0,0,1
E01004046,0,1,1,0,1,1,0,2,6,7,0,1,0,1,0,4
E01004047,0,0,0,0,0,0,0,1,3,11,0,0,14,0,0,1
E01004048,0,2,4,1,1,1,0,4,34,18,0,1,11,2,0,9
E01004049,0,0,0,0,0,0,0,3,2,4,0,0,9,0,0,5
E01004050,1,1,0,0,0,1,0,0,1,23,0,0,15,1,0,0
E01004051,2,0,1,0,0,2,0,2,22,18,0,0,14,2,0,6
E01004052,1,0,1,0,0,6,0,3,27,13,0,0,13,2,0,8
E01004053,1,0,1,0,0,2,0,3,2,5,0,0,63,1,0,0
E01004054,1,0,0,0,0,1,0,0,3,7,0,0,55,1,0,1
E01004055,0,0,1,0,0,0,0,4,5,3,0,0,17,0,0,1
E01004056,0,0,1,0,0,1,0,5,9,13,0,1,70,1,0,5
E01004057,1,1,1,0,0,4,1,3,2,13,0,1,130,2,0,3
E01004058,0,0,0,0,0,0,0,0,6,16,0,0,9,1,0,14
E01004059,1,0,1,1,0,1,0,0,5,16,0,0,10,2,0,10
E01004060,1,1,0,0,0,6,0,1,12,7,0,0,23,0,0,1
E01004061,0,0,1,0,4,7,1,3,13,12,0,3,3,3,0,7
E01004062,10,1,1,7,2,27,1,0,36,28,0,5,21,8,0,4
E01004063,7,0,1,0,0,16,2,0,15,14,0,3,10,5,0,3
E01004064,3,3,1,0,0,1,1,3,6,9,0,1,46,0,0,17
E01004065,2,0,1,0,1,5,0,2,7,13,0,3,6,1,0,2
E01004066,0,1,0,0,1,1,0,2,7,13,0,1,14,1,0,4
E01004067,5,1,3,1,5,16,4,2,68,36,0,2,19,12,2,19
E01004068,0,0,1,0,0,1,0,4,10,5,0,1,35,1,0,1
E01004069,1,1,4,0,0,5,0,6,78,22,0,1,4,0,0,44
E01004070,0,1,2,0,0,0,0,3,11,5,0,2,12,1,0,2
E01004071,0,0,1,0,1,3,0,0,5,5,0,0,0,1,0,14
E01004072,0,0,1,0,0,3,3,0,45,6,0,1,0,0,0,14
E01004073,0,0,1,0,0,4,1,0,12,10,0,0,1,4,0,1
E01004074,2,2,1,0,0,17,4,2,53,24,0,2,10,4,0,5
E01004075,1,2,0,0,0,7,1,4,37,14,0,1,0,2,0,15
E01004076,0,0,1,0,0,2,1,4,36,26,0,2,1,4,0,2
E01004077,1,0,2,0,0,1,0,0,3,4,0,0,3,0,0,0
E01004078,1,1,1,0,0,0,0,1,4,4,0,0,6,1,0,0
E01004079,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
E01004080,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0
E01004081,0,0,1,0,0,0,0,0,4,2,0,1,0,0,0,0
E01004083,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0
E01004084,0,0,1,0,0,0,0,2,16,0,0,0,0,0,0,0
E01004085,0,1,0,0,0,0,0,3,9,1,0,0,0,0,0,4
E01004086,0,1,3,0,0,6,2,3,35,7,0,1,4,1,0,2
E01004087,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
E01004088,0,1,1,0,0,0,0,6,8,3,0,0,1,0,0,2
E01004089,0,1,0,0,0,3,2,3,2,4,0,1,1,1,0,3
E01004090,0,0,2,0,0,0,1,7,11,14,0,0,1,0,0,1
E01004091,0,1,1,0,0,0,1,1,9,4,0,1,0,0,0,0
E01004092,0,1,0,0,0,0,0,1,22,4,0,1,3,0,0,1
E01004093,0,1,1,0,0,0,0,3,5,0,0,0,2,0,0,1
E01004094,1,2,0,0,0,5,3,0,21,10,0,1,4,3,0,2
E01004095,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
E01004096,0,0,0,0,0,0,0,2,2,8,0,0,4,0,0,1
E01004097,0,0,0,0,0,0,0,2,4,2,0,0,3,0,0,1
E01004098,0,2,0,0,0,0,0,0,4,1,0,0,3,0,0,2
E01004099,4,1,2,1,1,9,1,6,18,34,0,0,4,2,0,4
E01004100,0,1,2,0,0,4,0,3,15,3,0,1,1,3,0,0
E01004101,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0
E01004102,4,1,1,0,2,4,0,5,18,9,0,2,2,2,0,0
E01004103,0,1,0,0,0,7,3,0,8,12,0,0,7,3,0,2
E01004104,0,2,2,0,0,6,1,1,22,10,0,0,0,3,0,0
E01004105,0,1,0,0,0,10,4,2,27,14,0,1,1,3,0,1
E01004106,0,0,1,0,0,0,0,0,9,2,0,0,2,0,0,0
E01004107,0,1,0,0,0,3,0,4,9,3,0,3,1,2,0,0
E01004108,0,1,1,0,0,1,0,6,16,14,0,1,5,1,0,5
E01004109,1,3,0,0,0,1,0,2,9,2,0,1,2,1,0,2
E01004110,2,3,0,0,3,17,3,3,57,23,0,3,0,6,0,7
E01004111,2,0,0,0,0,6,0,3,20,8,0,0,0,2,0,5
E01004112,2,0,1,1,0,5,0,1,27,10,0,0,3,3,0,6
E01004114,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0
E01004115,0,0,2,0,0,2,0,0,14,1,0,1,0,0,0,0
E01004116,0,0,0,0,0,0,0,1,4,1,0,0,6,0,0,0
E01004117,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
E01004118,1,1,0,0,0,2,1,1,15,18,0,0,9,0,0,2
E01004119,0,0,0,0,0,2,0,3,13,9,0,0,0,3,0,0
E01004120,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0
E01004121,1,2,1,0,4,8,2,1,36,13,0,0,8,5,1,0
E01004122,1,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0
E01004123,0,3,1,0,0,8,3,11,18,19,0,0,0,4,0,0
E01004124,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
E01004125,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0
E01004126,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
E01004127,0,1,1,0,0,0,0,0,17,5,0,0,0,0,0,0
E01004128,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0
E01004129,0,2,0,0,0,0,0,2,6,10,0,1,0,0,0,0
E01004130,1,1,1,0,0,4,0,3,14,10,0,0,1,1,0,1
E01004131,0,0,0,0,0,2,0,0,3,3,0,0,2,0,0,1
E01004132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
E01004133,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
E01004134,0,0,0,0,2,1,2,0,38,13,0,1,14,3,0,3
E01004135,0,1,0,0,0,0,0,1,5,7,0,0,8,1,0,2
E01004136,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
E01004137,2,1,2,0,0,5,3,2,25,5,0,2,9,0,0,11
E01004138,1,1,0,0,0,2,0,2,13,7,0,0,13,7,0,0
E01004139,1,0,0,0,0,0,0,1,6,2,0,3,2,1,0,0
E01004140,1,0,0,0,0,9,1,1,16,9,0,2,29,4,0,0
E01004141,0,2,0,0,0,0,0,2,3,1,0,0,26,0,0,0
E01004142,13,2,2,5,11,37,6,6,89,48,2,4,9,23,0,5
E01004143,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0
E01004144,0,0,0,0,0,0,0,1,10,4,0,0,2,2,0,0
E01004145,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,2
E01004146,0,0,0,0,0,3,0,2,5,9,0,1,1,0,0,2
E01004147,0,0,1,0,0,0,0,0,7,0,0,0,3,0,0,0
E01004148,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
E01004149,0,1,1,0,0,0,0,0,7,8,0,2,19,0,0,0
E01004150,0,0,0,0,0,2,0,1,3,14,0,2,33,0,0,1
E01004151,0,0,0,0,0,0,0,0,5,2,0,0,38,0,0,0
E01004152,0,0,1,0,1,6,1,3,10,12,0,2,5,2,0,2
E01004153,0,0,1,0,0,0,0,0,5,5,0,0,36,0,0,1
E01004154,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,1
E01004155,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2
E01004156,0,1,0,0,1,6,2,0,9,4,0,0,0,1,2,3
E01004157,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
E01004158,0,1,0,0,0,0,1,0,4,1,0,0,1,0,0,5
E01004159,0,2,0,0,0,2,0,3,9,7,0,1,0,1,0,6
E01004160,0,0,1,0,0,0,0,1,2,3,0,0,1,0,0,0
E01004161,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0
E01004162,0,1,2,0,0,0,0,1,4,8,0,0,18,2,0,0
E01004163,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0
E01004164,0,0,1,0,0,2,0,0,5,10,0,0,8,2,0,1
E01004165,0,1,1,0,0,10,4,3,34,16,0,2,3,2,0,0
E01004166,1,1,2,0,0,3,1,6,5,21,0,2,2,0,0,1
E01004167,0,0,0,0,0,4,1,0,8,7,0,0,6,3,0,0
E01004168,0,1,0,0,0,2,1,1,11,3,0,0,5,1,0,0
E01004169,0,1,0,0,0,0,0,3,1,11,0,0,3,1,0,0
E01004170,2,2,1,0,0,5,2,0,14,24,0,3,4,3,0,1
E01004171,1,0,4,0,0,2,0,2,88,5,0,0,2,3,0,7
E01004172,1,1,0,0,0,4,0,2,12,7,0,2,3,3,0,1
E01004173,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0
E01004174,0,2,0,0,0,0,1,0,3,1,0,0,2,0,0,0
E01004175,0,0,0,0,0,1,0,4,3,2,0,0,4,0,0,0
E01004176,0,0,0,0,0,0,0,2,4,13,0,0,1,2,0,0
E01004177,0,8,0,0,0,1,3,2,7,9,0,2,23,0,0,2
E01004178,1,2,1,0,5,38,4,0,92,15,0,3,7,13,0,0
E01004179,0,0,0,0,0,1,1,0,7,5,0,0,1,1,0,0
E01004180,0,0,3,0,0,0,0,0,10,2,0,0,0,0,0,1
E01004181,0,0,0,0,0,0,0,0,4,2,0,1,10,1,0,0
E01004182,0,2,0,0,1,7,1,1,29,8,0,0,11,3,0,2
E01004183,0,3,0,0,0,7,3,4,12,6,0,0,1,8,0,2
E01004184,0,0,1,0,0,0,0,6,6,2,0,0,0,0,0,0
E01004185,0,0,0,0,0,0,1,5,2,13,0,0,7,0,0,1
E01004186,0,3,2,0,0,2,0,3,5,27,0,3,2,3,0,3
E01004187,0,1,0,0,0,0,0,3,4,3,0,0,0,0,0,0
E01004188,1,1,1,0,0,5,2,4,23,31,0,1,16,4,0,18
E01004189,0,0,1,0,0,2,0,4,6,0,0,1,0,1,0,0
E01004190,0,0,0,0,0,3,0,1,6,4,0,1,0,1,0,2
E01004191,1,1,0,0,1,3,0,0,24,11,0,0,14,0,0,0
E01004192,0,0,1,0,0,0,0,1,6,2,0,0,5,0,0,0
E01004193,0,0,1,0,0,0,0,4,4,2,0,0,5,0,0,0
E01004194,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
E01004195,1,2,0,0,1,14,1,1,52,18,0,0,13,5,1,4
E01004196,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0
E01004197,5,2,1,1,3,23,3,4,42,31,0,1,46,9,1,2
E01004198,1,2,3,1,0,13,1,3,24,12,0,0,15,5,1,5
E01004199,0,1,0,0,0,0,0,3,12,5,0,0,18,0,0,0
E01004200,0,0,0,0,1,1,0,2,5,4,0,0,18,0,0,3
E01004201,0,3,2,0,0,1,0,1,11,7,0,2,14,1,0,12
E01004202,2,0,0,1,0,2,0,2,3,28,0,1,34,2,0,1
E01004203,6,1,1,0,5,10,3,5,18,13,0,1,34,4,0,4
E01004204,0,1,2,0,0,0,1,4,9,5,0,2,32,0,0,7
E01004205,0,0,2,0,0,4,0,6,17,8,0,0,25,5,0,13
E01004206,0,0,0,0,0,1,0,3,14,3,0,0,20,0,0,2
E01004207,0,1,0,0,1,0,1,1,4,8,0,0,10,1,0,2
E01004208,2,1,2,2,0,23,2,3,40,32,0,1,30,26,0,14
E01004209,0,1,1,0,1,3,1,4,14,17,0,0,12,1,0,11
E01004211,4,2,1,0,1,11,2,6,42,12,0,3,23,3,0,22
E01004212,4,1,0,1,1,1,0,0,8,8,0,1,36,1,0,3
E01004214,0,2,0,0,0,1,1,4,4,3,0,0,24,1,0,4
E01004215,1,3,2,0,2,16,4,5,32,36,0,0,49,6,0,56
E01004216,0,0,0,0,0,0,0,4,10,9,0,0,45,0,0,4
E01004217,2,4,2,0,1,8,2,6,49,34,0,0,49,5,0,51
E01004218,1,2,2,0,0,1,0,3,21,11,0,1,31,0,0,9
E01004219,2,0,1,0,2,5,3,7,30,30,0,2,28,6,0,46
E01004221,1,6,0,0,1,13,1,1,15,15,0,1,61,3,0,2
E01004222,2,2,1,1,4,9,5,1,38,11,0,1,53,4,0,10
E01004223,0,2,0,0,0,2,0,3,60,65,0,0,32,3,0,103
E01004224,9,3,1,10,0,17,1,5,48,54,0,1,65,7,0,34
E01004225,0,2,1,1,0,0,1,2,7,5,0,0,24,5,0,3
E01004226,1,2,0,0,2,11,5,1,26,18,0,0,27,8,0,0
E01004228,2,1,0,0,0,4,1,0,2,5,0,0,18,1,0,0
E01004229,1,3,2,0,0,1,1,1,12,6,0,1,17,2,0,2
E01004230,3,1,1,1,0,5,1,4,23,12,0,0,27,2,0,16
E01004231,1,1,2,0,1,1,1,1,11,13,1,0,25,3,0,4
E01004232,2,2,0,0,1,18,0,2,17,17,0,3,34,10,2,33
E01004233,1,0,0,0,0,0,0,3,3,11,0,0,24,0,0,6
E01004234,2,1,1,1,0,15,0,5,70,20,0,4,24,8,0,204
E01004235,0,2,0,0,0,0,0,2,1,3,0,1,16,0,0,0
E01004236,0,2,1,0,0,2,1,4,16,5,0,1,23,0,0,9
E01004237,1,2,1,0,0,4,1,0,10,7,0,0,25,4,0,2
E01004238,3,2,5,1,1,5,3,5,32,32,0,1,50,7,0,34
E01004239,0,0,0,0,0,1,0,2,8,10,0,0,51,5,0,9
E01004240,0,0,0,0,0,0,0,6,5,4,0,0,26,1,0,0
E01004241,0,2,1,0,0,0,0,3,7,5,0,0,23,0,0,2
E01004242,2,0,1,0,1,5,0,7,19,19,0,2,87,3,0,19
E01004243,1,7,1,1,1,5,2,3,16,23,0,1,36,5,0,27
E01004244,1,5,4,0,2,7,0,11,28,8,0,3,34,2,0,15
E01004245,0,0,0,0,0,1,0,5,10,12,0,1,34,2,0,38
E01004246,0,2,3,0,0,2,4,5,23,11,0,0,38,3,0,13
E01004247,1,1,0,0,2,25,2,5,30,14,0,0,42,11,0,25
E01004248,0,0,0,0,0,1,0,1,1,16,0,1,31,1,0,9
E01004249,0,0,0,0,0,1,0,5,12,8,0,0,39,4,0,16
E01004250,0,0,0,0,0,2,0,5,5,3,0,1,55,2,0,2
E01004251,0,2,1,0,0,0,0,5,9,7,0,1,44,1,0,25
E01004252,0,3,0,0,1,13,0,2,17,71,1,0,64,3,0,17
E01004253,0,1,0,0,0,0,0,3,11,13,0,2,43,3,0,36
E01004254,2,0,3,1,2,9,3,3,21,13,0,4,67,6,0,40
E01004255,2,6,1,0,0,6,2,8,15,13,0,3,27,4,0,15
E01004256,0,2,1,0,0,1,0,11,14,20,0,0,32,2,0,21
E01004257,1,5,0,0,1,2,0,8,27,28,1,1,28,2,0,35
E01004258,1,2,0,0,0,2,0,6,15,12,0,0,37,4,0,21
E01004259,2,2,1,0,1,6,2,2,17,18,1,4,27,5,0,7
E01004260,0,1,1,0,1,4,0,2,14,17,0,2,18,2,0,13
E01004261,1,1,2,0,2,3,1,1,94,25,0,0,18,4,0,15
E01004262,3,4,1,0,1,11,1,4,73,21,0,0,11,6,0,5
E01004263,0,0,0,0,0,0,0,3,4,3,0,0,13,0,0,4
E01004264,0,1,0,0,0,0,0,1,1,2,0,1,14,0,0,0
E01004266,0,0,1,0,0,1,0,1,2,3,0,0,13,0,0,1
